id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects,ad_group,recall_ad,post_trust_vaccine,post_concern_side_effects,vaccine_uptake,vaccine_uptake_status
2829,78,Female,Bachelor's,60k–100k,Suburban,India,5,4,Control,No,1,3,Yes,1
2830,21,Male,Master's,<30k,Suburban,India,1,5,Control,No,4,4,Yes,1
2831,33,Female,Master's,100k+,Urban,India,4,3,Reason,No,5,3,Yes,1
2832,46,Female,Master's,60k–100k,Urban,Other,3,2,Emotion,No,5,2,Yes,1
2835,67,Female,High school,30k–60k,Suburban,Brazil,2,2,Reason,Yes,2,4,Yes,1
2836,40,Male,Bachelor's,100k+,Suburban,USA,5,5,Emotion,No,4,1,Yes,1
2837,33,Male,Doctorate,30k–60k,Urban,USA,3,2,Control,No,1,2,Yes,1
2838,31,Male,High school,<30k,Suburban,Nigeria,3,3,Reason,No,2,4,No,0
2839,27,Female,Bachelor's,60k–100k,Urban,UK,3,2,Control,No,1,2,Yes,1
2841,21,Male,High school,30k–60k,Suburban,USA,4,2,Control,No,5,2,Yes,1
2842,20,Female,Bachelor's,<30k,Urban,India,1,3,Emotion,Yes,3,2,No,0
2845,34,Female,Bachelor's,60k–100k,Suburban,USA,4,3,Control,No,3,2,No,0
2846,30,Male,Master's,<30k,Urban,UK,3,2,Reason,No,2,4,No,0
2847,19,Male,Master's,30k–60k,Suburban,Other,5,2,Emotion,No,3,2,No,0
2848,53,Female,Doctorate,60k–100k,Suburban,Other,3,3,Emotion,No,5,1,Yes,1
2849,36,Male,High school,<30k,Rural,Brazil,4,3,Control,No,3,4,No,0
2850,49,Male,Master's,60k–100k,Rural,India,3,4,Reason,No,4,4,Yes,1
2851,46,Female,High school,<30k,Rural,India,2,2,Reason,Yes,1,2,Yes,1
2852,27,Female,Bachelor's,60k–100k,Suburban,USA,5,2,Reason,Yes,3,2,Yes,1
2853,57,Male,Bachelor's,100k+,Urban,Brazil,3,3,Reason,No,2,2,No,0
2854,38,Male,Doctorate,60k–100k,Rural,USA,4,3,Emotion,Yes,4,3,Yes,1
2855,33,Male,Bachelor's,30k–60k,Suburban,India,5,3,Reason,Yes,5,1,Yes,1
2856,24,Female,Bachelor's,100k+,Suburban,Canada,5,5,Emotion,No,3,2,Yes,1
2857,20,Male,Bachelor's,<30k,Urban,India,3,4,Reason,No,3,3,Yes,1
2858,20,Female,Doctorate,<30k,Rural,Brazil,2,3,Control,No,4,5,No,0
2859,28,Female,High school,<30k,Urban,Brazil,3,4,Reason,Yes,2,2,No,0
2860,33,Female,Master's,60k–100k,Urban,India,3,1,Control,No,4,2,No,0
2861,26,Male,High school,60k–100k,Rural,USA,1,1,Emotion,Yes,2,3,No,0
2862,23,Female,Master's,60k–100k,Urban,India,2,1,Reason,No,4,2,Yes,1
2863,22,Male,Bachelor's,100k+,Urban,India,2,2,Emotion,Yes,3,5,Yes,1
2864,24,Female,Bachelor's,100k+,Suburban,USA,2,3,Control,No,5,2,Yes,1
2866,47,Female,Bachelor's,30k–60k,Suburban,UK,3,2,Control,No,5,5,No,0
2867,61,Male,Bachelor's,30k–60k,Suburban,UK,4,1,Reason,Yes,5,2,Yes,1
2869,38,Female,Doctorate,<30k,Suburban,USA,3,1,Emotion,No,3,1,Yes,1
2870,62,Non-binary,Master's,<30k,Rural,USA,2,3,Emotion,No,5,1,Yes,1
2871,27,Female,High school,<30k,Suburban,Brazil,4,2,Reason,No,1,4,Yes,1
2872,49,Female,High school,60k–100k,Rural,India,3,4,Control,No,2,1,No,0
2873,53,Female,High school,100k+,Urban,Nigeria,3,3,Reason,Yes,4,1,Yes,1
2874,22,Male,Master's,<30k,Rural,Brazil,5,1,Emotion,Yes,2,5,No,0
2875,39,Male,High school,<30k,Suburban,USA,1,2,Emotion,No,3,5,No,0
2876,21,Male,High school,<30k,Rural,India,2,3,Reason,Yes,1,4,No,0
2877,22,Male,Bachelor's,<30k,Urban,UK,4,4,Emotion,Yes,4,4,Yes,1
2878,33,Male,High school,<30k,Rural,UK,1,3,Reason,Yes,3,4,Yes,1
2879,29,Female,Bachelor's,100k+,Urban,USA,2,2,Reason,No,1,4,Yes,1
2880,74,Non-binary,Bachelor's,30k–60k,Urban,India,1,2,Control,No,3,3,No,0
2881,56,Male,Doctorate,60k–100k,Urban,USA,3,2,Reason,No,1,5,Yes,1
2882,33,Male,High school,<30k,Urban,India,3,2,Reason,No,5,1,Yes,1
2883,49,Female,High school,30k–60k,Urban,Brazil,2,1,Emotion,Yes,4,1,No,0
2884,19,Female,High school,60k–100k,Suburban,Brazil,3,4,Reason,No,4,2,No,0
2885,32,Male,Master's,60k–100k,Rural,Nigeria,3,2,Control,No,3,1,No,0
2886,50,Female,Master's,100k+,Suburban,India,2,4,Reason,Yes,1,4,Yes,1
2887,46,Female,Bachelor's,100k+,Rural,USA,5,1,Reason,Yes,3,1,Yes,1
2888,43,Female,High school,100k+,Urban,India,1,3,Control,No,1,4,No,0
2889,25,Male,Master's,<30k,Suburban,UK,4,1,Emotion,No,1,1,No,0
2890,20,Female,High school,100k+,Rural,UK,1,2,Control,No,1,3,Yes,1
2891,42,Non-binary,Bachelor's,100k+,Rural,USA,2,5,Emotion,No,5,2,No,0
2892,45,Female,Doctorate,30k–60k,Suburban,UK,4,3,Emotion,No,5,1,Yes,1
2893,20,Female,Bachelor's,<30k,Rural,USA,4,1,Emotion,No,5,3,Yes,1
2894,24,Male,Master's,<30k,Suburban,India,5,1,Emotion,No,2,4,Yes,1
2895,41,Non-binary,High school,60k–100k,Rural,USA,3,1,Emotion,No,5,5,Yes,1
2896,33,Male,High school,<30k,Urban,USA,5,4,Emotion,Yes,5,2,Yes,1
2897,33,Female,High school,30k–60k,Urban,Nigeria,3,4,Emotion,Yes,2,1,Yes,1
2898,28,Female,Master's,60k–100k,Suburban,Nigeria,3,2,Reason,No,5,1,Yes,1
2899,37,Female,High school,30k–60k,Rural,USA,2,3,Control,No,1,2,Yes,1
2900,57,Female,Master's,<30k,Suburban,USA,2,3,Emotion,No,4,1,Yes,1
2902,22,Male,Bachelor's,30k–60k,Urban,Brazil,5,4,Emotion,No,5,4,No,0
2904,53,Female,Bachelor's,<30k,Suburban,UK,1,3,Control,No,2,1,Yes,1
2906,20,Female,High school,60k–100k,Rural,India,2,3,Control,No,2,3,Yes,1
2907,31,Male,Bachelor's,60k–100k,Urban,India,2,3,Reason,No,5,1,Yes,1
2908,58,Female,Master's,<30k,Suburban,Nigeria,4,2,Control,No,5,4,No,0
2909,29,Female,Master's,100k+,Suburban,India,2,3,Emotion,Yes,3,5,Yes,1
2910,27,Male,Doctorate,100k+,Suburban,India,2,4,Control,No,5,5,No,0
2911,58,Male,Master's,<30k,Urban,USA,3,2,Emotion,Yes,1,3,Yes,1
2913,56,Male,Master's,100k+,Suburban,USA,4,2,Control,No,2,3,Yes,1
2914,18,Female,Doctorate,100k+,Urban,USA,2,1,Emotion,Yes,2,2,Yes,1
2915,51,Male,Bachelor's,30k–60k,Urban,USA,4,3,Reason,Yes,5,5,Yes,1
2916,74,Male,High school,<30k,Rural,USA,4,1,Reason,Yes,4,4,Yes,1
2917,42,Male,Master's,60k–100k,Urban,USA,3,2,Reason,No,2,2,No,0
2921,19,Male,High school,100k+,Urban,India,4,1,Reason,Yes,2,3,No,0
2922,18,Female,Master's,60k–100k,Urban,Canada,3,3,Emotion,Yes,5,2,Yes,1
2923,47,Female,Doctorate,60k–100k,Suburban,USA,3,5,Emotion,No,5,3,Yes,1
2924,29,Female,High school,<30k,Urban,Nigeria,5,3,Control,No,4,5,Yes,1
2926,53,Female,Bachelor's,100k+,Urban,Other,1,5,Emotion,Yes,3,2,Yes,1
2927,58,Female,Master's,100k+,Urban,USA,4,2,Reason,Yes,2,5,Yes,1
2928,27,Male,Bachelor's,<30k,Suburban,India,1,1,Reason,No,4,4,Yes,1
2930,27,Female,High school,30k–60k,Urban,Brazil,2,3,Control,No,5,5,No,0
2931,22,Male,High school,60k–100k,Urban,USA,4,4,Reason,No,3,5,No,0
2932,31,Male,Bachelor's,<30k,Urban,India,2,3,Control,No,4,4,Yes,1
2933,79,Female,High school,<30k,Suburban,USA,3,4,Emotion,No,4,1,Yes,1
2934,19,Male,High school,30k–60k,Suburban,Brazil,5,4,Control,No,5,5,No,0
2935,21,Female,High school,30k–60k,Urban,Brazil,1,2,Emotion,Yes,3,4,Yes,1
2937,22,Female,Bachelor's,100k+,Suburban,India,4,4,Reason,Yes,1,2,Yes,1
2939,78,Male,Bachelor's,<30k,Suburban,USA,5,4,Control,No,3,2,Yes,1
2940,53,Female,Doctorate,<30k,Suburban,UK,3,4,Emotion,Yes,2,1,No,0
2941,32,Male,Bachelor's,100k+,Suburban,India,3,3,Control,No,3,3,No,0
2942,79,Male,Bachelor's,<30k,Rural,Nigeria,4,4,Reason,No,5,3,Yes,1
2943,65,Male,High school,<30k,Urban,India,3,2,Emotion,Yes,4,4,Yes,1
2945,20,Female,High school,60k–100k,Rural,UK,3,4,Reason,No,2,5,No,0
2946,29,Male,Doctorate,60k–100k,Urban,USA,3,3,Emotion,No,3,4,No,0
2947,31,Male,High school,<30k,Suburban,Brazil,4,4,Emotion,Yes,4,1,Yes,1
2949,20,Female,High school,<30k,Urban,India,2,3,Control,No,5,2,Yes,1
2950,62,Male,Master's,60k–100k,Rural,UK,5,4,Emotion,Yes,2,3,No,0
2951,53,Male,High school,<30k,Rural,Brazil,2,3,Reason,No,3,4,Yes,1
2952,28,Female,Doctorate,100k+,Urban,USA,3,3,Control,No,3,4,No,0
2953,25,Female,Master's,<30k,Suburban,USA,3,5,Reason,No,5,3,Yes,1
2954,33,Female,Bachelor's,<30k,Rural,India,4,3,Control,No,2,4,No,0
2955,32,Male,High school,100k+,Urban,India,4,2,Emotion,No,1,5,Yes,1
2956,25,Female,High school,30k–60k,Urban,Brazil,3,3,Reason,No,5,2,Yes,1
2957,66,Female,Bachelor's,100k+,Urban,Nigeria,1,1,Emotion,No,5,5,Yes,1
2958,30,Female,Bachelor's,60k–100k,Urban,Brazil,4,1,Control,No,4,3,Yes,1
2959,37,Male,Master's,<30k,Urban,USA,4,3,Emotion,No,5,4,Yes,1
2960,42,Female,Master's,<30k,Suburban,Brazil,2,2,Reason,Yes,3,4,No,0
2961,32,Male,Doctorate,60k–100k,Urban,India,2,3,Reason,No,1,4,Yes,1
2962,54,Female,High school,30k–60k,Rural,UK,3,3,Reason,No,1,2,No,0
2963,23,Female,Bachelor's,60k–100k,Rural,India,3,3,Emotion,No,2,5,Yes,1
2964,29,Female,Master's,100k+,Urban,USA,2,3,Control,No,1,3,Yes,1
2966,24,Male,Bachelor's,60k–100k,Urban,Brazil,4,1,Emotion,No,4,2,Yes,1
2967,28,Female,Bachelor's,30k–60k,Suburban,India,1,4,Control,No,4,2,No,0
2969,33,Female,Master's,<30k,Urban,USA,2,2,Control,No,1,5,Yes,1
2970,30,Female,Master's,60k–100k,Urban,Brazil,1,3,Control,No,5,2,Yes,1
2971,28,Female,Master's,100k+,Urban,Brazil,2,3,Control,No,3,4,No,0
2972,61,Female,Bachelor's,100k+,Urban,USA,2,4,Control,No,4,1,No,0
2973,25,Male,Bachelor's,<30k,Suburban,India,5,1,Reason,Yes,5,3,Yes,1
2974,37,Female,Master's,60k–100k,Urban,Brazil,4,3,Reason,No,1,1,Yes,1
2975,27,Female,Master's,60k–100k,Suburban,Nigeria,1,4,Reason,Yes,3,2,No,0
2976,28,Male,Master's,60k–100k,Rural,UK,1,3,Control,No,4,3,No,0
2978,19,Male,Bachelor's,<30k,Suburban,India,3,5,Control,No,2,2,No,0
2979,20,Female,Master's,<30k,Urban,USA,1,4,Reason,No,5,1,No,0
2980,26,Female,High school,60k–100k,Urban,India,4,4,Emotion,Yes,4,2,Yes,1
2981,49,Female,Bachelor's,30k–60k,Suburban,UK,2,3,Control,No,4,5,No,0
2982,51,Male,Master's,30k–60k,Suburban,USA,2,1,Reason,Yes,4,4,Yes,1
2983,63,Female,Master's,30k–60k,Rural,India,3,2,Control,No,4,3,No,0
2984,32,Female,High school,<30k,Suburban,USA,4,3,Control,No,2,5,Yes,1
2985,27,Female,High school,30k–60k,Urban,India,1,3,Control,No,3,4,Yes,1
2986,27,Female,Doctorate,<30k,Urban,USA,2,3,Control,No,2,5,Yes,1
2987,21,Male,High school,<30k,Rural,USA,2,3,Control,No,1,4,No,0
2988,48,Male,High school,30k–60k,Urban,USA,3,2,Reason,No,5,5,Yes,1
2989,29,Male,Bachelor's,30k–60k,Urban,Brazil,1,3,Control,No,2,4,Yes,1
2991,75,Male,Master's,<30k,Urban,Brazil,3,3,Control,No,1,5,No,0
2992,72,Female,Bachelor's,<30k,Suburban,USA,4,3,Emotion,No,3,4,Yes,1
2993,20,Male,Master's,30k–60k,Urban,Brazil,3,3,Emotion,No,3,2,No,0
2994,48,Male,High school,60k–100k,Suburban,India,3,3,Reason,No,3,5,No,0
2995,49,Female,High school,<30k,Suburban,Canada,2,3,Emotion,Yes,2,3,Yes,1
2997,37,Male,High school,60k–100k,Suburban,India,5,3,Reason,No,1,4,Yes,1
2998,51,Male,High school,<30k,Suburban,Brazil,3,2,Emotion,No,5,5,No,0
2999,20,Female,Master's,30k–60k,Suburban,India,2,2,Reason,No,4,5,Yes,1
3001,25,Male,High school,60k–100k,Urban,USA,1,5,Reason,Yes,3,4,Yes,1
3002,28,Female,High school,100k+,Rural,Brazil,3,3,Reason,Yes,3,5,Yes,1
3003,43,Male,Master's,<30k,Suburban,Nigeria,3,3,Reason,No,5,4,No,0
3004,59,Female,Bachelor's,<30k,Urban,Brazil,3,2,Reason,No,2,3,Yes,1
3005,43,Male,Master's,30k–60k,Urban,Brazil,4,4,Control,No,3,2,Yes,1
3006,57,Female,Master's,60k–100k,Urban,Other,2,2,Emotion,Yes,1,5,Yes,1
3007,26,Female,Bachelor's,60k–100k,Rural,Brazil,3,3,Reason,No,5,2,No,0
3008,30,Male,Bachelor's,100k+,Suburban,Nigeria,1,1,Reason,No,4,2,Yes,1
3009,39,Female,Doctorate,100k+,Suburban,Nigeria,2,1,Reason,Yes,3,2,No,0
3010,22,Male,Bachelor's,60k–100k,Urban,Brazil,2,5,Emotion,No,2,3,No,0
3011,43,Female,Bachelor's,30k–60k,Urban,USA,2,5,Control,No,2,1,No,0
3012,33,Female,High school,100k+,Rural,India,1,2,Reason,Yes,2,1,Yes,1
3013,27,Male,High school,100k+,Rural,India,4,3,Reason,Yes,5,5,Yes,1
3015,22,Female,Master's,<30k,Suburban,Nigeria,4,5,Reason,Yes,1,1,Yes,1
3016,61,Male,Bachelor's,30k–60k,Urban,India,3,3,Control,No,3,1,No,0
3017,40,Female,Bachelor's,100k+,Urban,Other,4,3,Emotion,No,3,1,Yes,1
3018,43,Female,Bachelor's,100k+,Urban,India,1,1,Reason,Yes,3,2,Yes,1
3019,43,Female,Bachelor's,<30k,Suburban,Brazil,2,5,Emotion,No,1,1,Yes,1
3020,42,Female,Bachelor's,<30k,Suburban,UK,1,2,Control,No,2,5,Yes,1
3021,47,Female,Master's,<30k,Urban,USA,3,5,Reason,Yes,2,4,Yes,1
3022,27,Female,High school,100k+,Urban,Brazil,3,2,Control,No,4,5,Yes,1
3023,49,Female,Bachelor's,60k–100k,Suburban,Nigeria,2,4,Emotion,No,1,5,Yes,1
3024,21,Male,Master's,30k–60k,Urban,Brazil,2,2,Emotion,Yes,1,3,Yes,1
3025,19,Male,Bachelor's,60k–100k,Urban,Nigeria,4,2,Emotion,No,4,2,Yes,1
3026,31,Male,Master's,<30k,Suburban,India,5,3,Reason,No,3,2,No,0
3027,70,Female,Master's,30k–60k,Urban,USA,1,1,Control,No,5,2,No,0
3028,22,Female,Master's,30k–60k,Suburban,India,3,4,Reason,No,5,3,Yes,1
3029,28,Female,High school,60k–100k,Suburban,USA,3,4,Reason,Yes,4,5,Yes,1
3031,35,Female,Bachelor's,100k+,Suburban,Other,4,4,Reason,Yes,3,5,Yes,1
3032,55,Male,Bachelor's,100k+,Urban,Nigeria,2,5,Control,No,4,2,No,0
3033,32,Non-binary,Bachelor's,60k–100k,Urban,Other,5,5,Control,No,5,2,No,0
3034,41,Male,Master's,<30k,Rural,India,4,1,Emotion,Yes,4,1,Yes,1
3037,27,Male,High school,60k–100k,Urban,Nigeria,1,4,Emotion,Yes,1,2,No,0
3038,48,Male,Master's,<30k,Suburban,USA,4,4,Control,No,5,3,Yes,1
3039,44,Male,High school,<30k,Rural,Brazil,4,2,Emotion,Yes,1,4,No,0
3040,19,Male,Master's,100k+,Suburban,Nigeria,4,1,Control,No,4,4,Yes,1
3041,33,Female,High school,30k–60k,Urban,India,1,4,Emotion,No,5,2,No,0
3043,21,Female,Bachelor's,<30k,Urban,USA,2,1,Emotion,Yes,4,3,Yes,1
3044,41,Male,Bachelor's,30k–60k,Urban,Brazil,1,4,Emotion,No,2,5,Yes,1
3045,27,Female,Bachelor's,100k+,Urban,USA,1,2,Control,No,2,4,No,0
3046,24,Female,High school,60k–100k,Suburban,USA,1,5,Emotion,Yes,1,1,Yes,1
3047,19,Female,Master's,100k+,Rural,UK,4,2,Emotion,Yes,5,2,Yes,1
3048,58,Female,High school,60k–100k,Urban,India,3,5,Reason,Yes,5,1,Yes,1
3049,77,Female,High school,100k+,Suburban,USA,2,4,Reason,No,3,5,Yes,1
3050,61,Male,High school,60k–100k,Suburban,India,4,3,Emotion,No,3,2,Yes,1
3051,37,Female,High school,<30k,Urban,Nigeria,4,3,Reason,Yes,1,4,Yes,1
3053,19,Female,Bachelor's,30k–60k,Urban,Nigeria,2,2,Control,No,2,2,Yes,1
3054,40,Female,High school,<30k,Urban,UK,2,2,Emotion,No,5,4,No,0
3055,43,Female,Bachelor's,<30k,Suburban,India,2,2,Reason,Yes,4,5,No,0
3056,37,Female,Master's,30k–60k,Rural,India,2,4,Reason,Yes,1,5,Yes,1
3057,32,Female,Bachelor's,<30k,Suburban,USA,2,2,Control,No,1,1,No,0
3058,38,Non-binary,High school,<30k,Suburban,USA,3,2,Control,No,4,5,No,0
3059,29,Female,Bachelor's,100k+,Suburban,Brazil,4,4,Control,No,4,3,No,0
3060,22,Male,High school,<30k,Urban,USA,2,1,Control,No,2,3,Yes,1
3061,33,Male,Bachelor's,60k–100k,Suburban,India,2,2,Reason,Yes,1,2,Yes,1
3062,30,Male,Master's,<30k,Suburban,USA,3,2,Emotion,No,1,2,Yes,1
3063,23,Female,Master's,100k+,Suburban,UK,4,3,Control,No,5,3,No,0
3064,26,Male,High school,60k–100k,Urban,Nigeria,4,4,Emotion,Yes,3,1,Yes,1
3065,37,Male,Master's,60k–100k,Urban,Brazil,4,4,Reason,No,1,3,No,0
3066,31,Female,Bachelor's,60k–100k,Urban,USA,2,2,Reason,No,1,5,Yes,1
3067,32,Male,High school,<30k,Suburban,USA,3,4,Reason,No,5,1,Yes,1
3068,36,Female,High school,<30k,Urban,UK,4,5,Control,No,4,1,Yes,1
3069,22,Female,Doctorate,100k+,Urban,Nigeria,4,4,Control,No,2,5,Yes,1
3070,20,Female,Bachelor's,60k–100k,Urban,India,4,5,Emotion,No,3,1,Yes,1
3071,58,Female,High school,<30k,Suburban,Nigeria,3,1,Control,No,5,1,Yes,1
3072,61,Male,Master's,<30k,Suburban,Brazil,2,2,Reason,No,2,3,Yes,1
3073,24,Non-binary,Master's,<30k,Urban,Nigeria,2,3,Reason,Yes,5,1,No,0
3074,32,Male,Bachelor's,<30k,Suburban,Canada,2,2,Reason,Yes,3,3,Yes,1
3075,39,Female,High school,100k+,Urban,UK,2,4,Emotion,No,5,5,Yes,1
3076,40,Male,Master's,30k–60k,Rural,UK,5,5,Reason,No,3,4,Yes,1
3077,77,Female,High school,<30k,Suburban,UK,3,3,Emotion,No,1,2,Yes,1
3078,32,Female,Doctorate,60k–100k,Urban,Nigeria,5,2,Control,No,4,3,Yes,1
3080,26,Male,Bachelor's,100k+,Urban,Brazil,2,4,Reason,No,1,5,Yes,1
3081,25,Female,High school,<30k,Suburban,India,3,4,Reason,No,3,1,No,0
3082,18,Male,High school,30k–60k,Urban,USA,2,4,Control,No,2,5,No,0
3083,57,Male,Master's,30k–60k,Suburban,UK,4,1,Control,No,3,3,Yes,1
3084,62,Female,Master's,<30k,Urban,UK,5,1,Emotion,No,1,3,Yes,1
3085,36,Female,Master's,30k–60k,Suburban,Canada,3,4,Reason,No,2,2,No,0
3086,47,Male,High school,100k+,Urban,UK,2,2,Emotion,Yes,1,3,No,0
3087,62,Male,High school,100k+,Urban,USA,5,1,Reason,Yes,5,5,Yes,1
3088,46,Female,High school,30k–60k,Rural,Other,3,3,Reason,Yes,2,5,No,0
3089,40,Non-binary,Bachelor's,<30k,Suburban,USA,1,1,Emotion,No,4,2,Yes,1
3090,76,Male,High school,60k–100k,Rural,Brazil,2,4,Control,No,1,4,No,0
3091,28,Female,Bachelor's,60k–100k,Urban,USA,5,1,Control,No,3,2,No,0
3092,18,Male,High school,60k–100k,Urban,USA,3,2,Emotion,No,1,3,Yes,1
3093,23,Male,High school,100k+,Rural,USA,2,4,Emotion,No,5,2,Yes,1
3094,75,Female,Bachelor's,30k–60k,Suburban,Brazil,4,2,Emotion,Yes,1,2,Yes,1
3095,80,Female,Bachelor's,<30k,Suburban,India,4,3,Reason,No,3,3,Yes,1
3096,28,Male,High school,<30k,Urban,USA,1,3,Emotion,Yes,5,3,Yes,1
3098,43,Male,Bachelor's,60k–100k,Suburban,India,3,4,Reason,Yes,4,2,Yes,1
3099,39,Female,Bachelor's,60k–100k,Urban,Nigeria,4,2,Reason,No,5,4,Yes,1
3100,19,Female,High school,30k–60k,Urban,Nigeria,2,3,Control,No,4,5,No,0
3101,26,Female,Master's,100k+,Rural,USA,4,2,Reason,Yes,5,3,Yes,1
3103,19,Male,High school,60k–100k,Urban,USA,4,1,Control,No,5,2,Yes,1
3104,41,Non-binary,High school,<30k,Urban,USA,5,3,Control,No,5,2,No,0
3105,21,Female,Master's,30k–60k,Urban,USA,2,2,Emotion,No,3,4,Yes,1
3106,66,Male,Bachelor's,60k–100k,Urban,India,5,2,Reason,No,2,4,Yes,1
3107,31,Female,Bachelor's,30k–60k,Suburban,Other,3,1,Emotion,No,5,5,Yes,1
3108,22,Female,Bachelor's,<30k,Urban,USA,3,2,Control,No,2,2,No,0
3111,22,Female,Master's,100k+,Rural,Canada,4,1,Reason,No,3,2,No,0
3112,22,Female,Master's,60k–100k,Urban,India,4,1,Emotion,No,4,4,Yes,1
3113,18,Male,Bachelor's,30k–60k,Urban,USA,2,3,Reason,Yes,2,3,Yes,1
3114,22,Male,Master's,30k–60k,Rural,India,2,2,Control,No,3,4,No,0
3115,79,Male,High school,<30k,Rural,USA,2,3,Control,No,2,4,No,0
3116,37,Female,High school,30k–60k,Suburban,Nigeria,4,3,Emotion,Yes,5,4,Yes,1
3117,56,Non-binary,Bachelor's,<30k,Suburban,Brazil,2,3,Emotion,Yes,1,1,Yes,1
3118,45,Female,Master's,<30k,Urban,Brazil,4,2,Reason,Yes,5,2,Yes,1
3119,39,Female,High school,<30k,Rural,USA,4,2,Emotion,No,5,3,No,0
3120,75,Male,Bachelor's,100k+,Rural,India,3,1,Reason,No,1,5,Yes,1
3121,31,Non-binary,Master's,<30k,Urban,Nigeria,3,1,Reason,Yes,1,2,Yes,1
3122,29,Female,Bachelor's,30k–60k,Rural,USA,2,3,Reason,Yes,4,1,Yes,1
3123,50,Female,Master's,<30k,Suburban,USA,5,1,Control,No,1,4,Yes,1
3124,53,Female,Bachelor's,<30k,Urban,Nigeria,1,1,Control,No,1,2,No,0
3126,40,Female,Bachelor's,100k+,Suburban,USA,5,5,Emotion,No,4,5,No,0
3127,27,Male,High school,<30k,Rural,India,1,4,Emotion,Yes,5,3,Yes,1
3128,28,Male,High school,30k–60k,Rural,India,3,4,Emotion,No,4,5,Yes,1
3129,49,Male,Bachelor's,30k–60k,Urban,USA,3,1,Reason,No,4,3,Yes,1
3130,34,Male,Master's,100k+,Suburban,USA,2,4,Reason,No,2,4,Yes,1
3132,18,Non-binary,Bachelor's,<30k,Urban,Other,2,4,Emotion,No,5,1,Yes,1
3133,28,Male,High school,100k+,Urban,Nigeria,3,4,Control,No,5,4,No,0
3134,62,Male,Bachelor's,100k+,Suburban,India,4,3,Reason,No,2,5,Yes,1
3135,63,Male,Master's,30k–60k,Rural,UK,4,2,Control,No,3,5,No,0
3136,34,Female,Bachelor's,<30k,Suburban,India,2,5,Reason,Yes,3,4,No,0
3137,26,Male,Master's,30k–60k,Urban,Canada,4,2,Control,No,2,3,Yes,1
3138,41,Male,Bachelor's,30k–60k,Suburban,Nigeria,5,1,Reason,Yes,3,1,Yes,1
3139,32,Male,Bachelor's,30k–60k,Urban,USA,4,1,Reason,Yes,3,5,No,0
3140,32,Female,Bachelor's,60k–100k,Suburban,USA,2,5,Control,No,4,5,Yes,1
3141,21,Male,Bachelor's,<30k,Rural,Nigeria,3,4,Reason,No,5,3,Yes,1
3142,31,Male,Master's,100k+,Urban,India,2,3,Emotion,Yes,4,2,Yes,1
3143,41,Male,Master's,100k+,Rural,Nigeria,1,5,Reason,Yes,4,5,Yes,1
3144,51,Female,Doctorate,60k–100k,Urban,India,3,2,Reason,Yes,1,5,Yes,1
3145,33,Female,Bachelor's,<30k,Suburban,Nigeria,4,1,Reason,Yes,4,5,No,0
3146,23,Female,Master's,30k–60k,Urban,Other,2,4,Reason,No,5,4,Yes,1
3147,78,Female,Doctorate,100k+,Suburban,Brazil,3,2,Emotion,No,2,2,Yes,1
3149,26,Male,High school,<30k,Urban,Nigeria,3,2,Control,No,5,2,No,0
3150,77,Male,Bachelor's,30k–60k,Urban,Brazil,4,5,Emotion,No,5,4,Yes,1
3151,22,Female,Bachelor's,60k–100k,Urban,Other,5,3,Reason,Yes,4,1,No,0
3152,41,Female,Bachelor's,30k–60k,Urban,India,3,5,Reason,No,3,5,No,0
3153,33,Female,Bachelor's,100k+,Urban,Brazil,1,4,Reason,No,3,4,Yes,1
3154,29,Male,Bachelor's,100k+,Urban,USA,2,1,Emotion,No,5,5,Yes,1
3155,24,Male,Master's,60k–100k,Urban,India,3,4,Reason,No,4,3,No,0
3157,41,Male,High school,30k–60k,Urban,USA,4,2,Emotion,Yes,3,4,Yes,1
3158,20,Female,Bachelor's,<30k,Urban,USA,2,1,Reason,No,4,2,Yes,1
3159,22,Male,Bachelor's,100k+,Urban,India,2,1,Control,No,4,5,Yes,1
3160,19,Male,Bachelor's,100k+,Suburban,Brazil,4,2,Emotion,No,1,2,Yes,1
3161,22,Female,Master's,30k–60k,Rural,UK,1,4,Reason,No,4,2,No,0
3162,21,Male,Bachelor's,100k+,Suburban,India,3,1,Emotion,No,1,5,Yes,1
3163,29,Female,Master's,60k–100k,Urban,USA,4,2,Reason,Yes,5,4,Yes,1
3164,47,Male,Bachelor's,30k–60k,Urban,India,4,3,Control,No,3,3,No,0
3165,28,Female,Master's,<30k,Rural,USA,4,3,Emotion,No,5,3,Yes,1
3166,29,Male,High school,100k+,Urban,Brazil,3,2,Emotion,No,1,5,No,0
3167,63,Male,Master's,30k–60k,Urban,Canada,5,4,Reason,No,1,1,Yes,1
3168,73,Male,Bachelor's,60k–100k,Urban,Nigeria,2,4,Reason,Yes,5,1,Yes,1
3169,27,Male,High school,<30k,Urban,Other,4,3,Control,No,1,1,No,0
3170,37,Female,High school,100k+,Rural,Other,4,3,Emotion,No,2,4,Yes,1
3171,31,Male,Master's,60k–100k,Rural,USA,1,3,Control,No,1,5,No,0
3172,40,Female,Bachelor's,60k–100k,Rural,USA,1,3,Reason,Yes,5,1,Yes,1
3173,33,Male,High school,60k–100k,Urban,India,4,5,Control,No,5,5,Yes,1
