id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects
3023,49,Female,Bachelor's,60k–100k,Suburban,Nigeria,2,4
3024,21,Male,Master's,30k–60k,Urban,Brazil,2,2
3025,19,Male,Bachelor's,60k–100k,Urban,Nigeria,4,2
3026,31,Male,Master's,<30k,Suburban,India,5,3
3027,70,Female,Master's,30k–60k,Urban,USA,1,1
3028,22,Female,Master's,30k–60k,Suburban,India,3,4
3029,28,Female,High school,60k–100k,Suburban,USA,3,4
3030,46,Non-binary,Master's,60k–100k,Suburban,UK,3,3
3031,35,Female,Bachelor's,100k+,Suburban,Other,4,4
3032,55,Male,Bachelor's,100k+,Urban,Nigeria,2,5
3033,32,Non-binary,Bachelor's,60k–100k,Urban,Other,5,5
3034,41,Male,Master's,<30k,Rural,India,4,1
3035,20,Male,Master's,100k+,Urban,USA,4,2
3036,26,Female,Doctorate,<30k,Suburban,India,2,2
3037,27,Male,High school,60k–100k,Urban,Nigeria,1,4
3038,48,Male,Master's,<30k,Suburban,USA,4,4
3039,44,Male,High school,<30k,Rural,Brazil,4,2
3040,19,Male,Master's,100k+,Suburban,Nigeria,4,1
3041,33,Female,High school,30k–60k,Urban,India,1,4
3042,19,Female,Bachelor's,<30k,Urban,India,4,1
3043,21,Female,Bachelor's,<30k,Urban,USA,2,1
3044,41,Male,Bachelor's,30k–60k,Urban,Brazil,1,4
3045,27,Female,Bachelor's,100k+,Urban,USA,1,2
3046,24,Female,High school,60k–100k,Suburban,USA,1,5
3047,19,Female,Master's,100k+,Rural,UK,4,2
3048,58,Female,High school,60k–100k,Urban,India,3,5
3049,77,Female,High school,100k+,Suburban,USA,2,4
3050,61,Male,High school,60k–100k,Suburban,India,4,3
3051,37,Female,High school,<30k,Urban,Nigeria,4,3
3052,31,Female,Bachelor's,60k–100k,Rural,Nigeria,2,2
3053,19,Female,Bachelor's,30k–60k,Urban,Nigeria,2,2
3054,40,Female,High school,<30k,Urban,UK,2,2
3055,43,Female,Bachelor's,<30k,Suburban,India,2,2
3056,37,Female,Master's,30k–60k,Rural,India,2,4
3057,32,Female,Bachelor's,<30k,Suburban,USA,2,2
3058,38,Non-binary,High school,<30k,Suburban,USA,3,2
3059,29,Female,Bachelor's,100k+,Suburban,Brazil,4,4
3060,22,Male,High school,<30k,Urban,USA,2,1
3061,33,Male,Bachelor's,60k–100k,Suburban,India,2,2
3062,30,Male,Master's,<30k,Suburban,USA,3,2
3063,23,Female,Master's,100k+,Suburban,UK,4,3
3064,26,Male,High school,60k–100k,Urban,Nigeria,4,4
3065,37,Male,Master's,60k–100k,Urban,Brazil,4,4
3066,31,Female,Bachelor's,60k–100k,Urban,USA,2,2
3067,32,Male,High school,<30k,Suburban,USA,3,4
3068,36,Female,High school,<30k,Urban,UK,4,5
3069,22,Female,Doctorate,100k+,Urban,Nigeria,4,4
3070,20,Female,Bachelor's,60k–100k,Urban,India,4,5
3071,58,Female,High school,<30k,Suburban,Nigeria,3,1
3072,61,Male,Master's,<30k,Suburban,Brazil,2,2
3073,24,Non-binary,Master's,<30k,Urban,Nigeria,2,3
3074,32,Male,Bachelor's,<30k,Suburban,Canada,2,2
3075,39,Female,High school,100k+,Urban,UK,2,4
3076,40,Male,Master's,30k–60k,Rural,UK,5,5
3077,77,Female,High school,<30k,Suburban,UK,3,3
3078,32,Female,Doctorate,60k–100k,Urban,Nigeria,5,2
3079,31,Female,Bachelor's,<30k,Urban,Nigeria,4,4
3080,26,Male,Bachelor's,100k+,Urban,Brazil,2,4
3081,25,Female,High school,<30k,Suburban,India,3,4
3082,18,Male,High school,30k–60k,Urban,USA,2,4
3083,57,Male,Master's,30k–60k,Suburban,UK,4,1
3084,62,Female,Master's,<30k,Urban,UK,5,1
3085,36,Female,Master's,30k–60k,Suburban,Canada,3,4
3086,47,Male,High school,100k+,Urban,UK,2,2
3087,62,Male,High school,100k+,Urban,USA,5,1
3088,46,Female,High school,30k–60k,Rural,Other,3,3
3089,40,Non-binary,Bachelor's,<30k,Suburban,USA,1,1
3090,76,Male,High school,60k–100k,Rural,Brazil,2,4
3091,28,Female,Bachelor's,60k–100k,Urban,USA,5,1
3092,18,Male,High school,60k–100k,Urban,USA,3,2
3093,23,Male,High school,100k+,Rural,USA,2,4
3094,75,Female,Bachelor's,30k–60k,Suburban,Brazil,4,2
3095,80,Female,Bachelor's,<30k,Suburban,India,4,3
3096,28,Male,High school,<30k,Urban,USA,1,3
3097,34,Male,Master's,30k–60k,Urban,USA,5,4
3098,43,Male,Bachelor's,60k–100k,Suburban,India,3,4
3099,39,Female,Bachelor's,60k–100k,Urban,Nigeria,4,2
3100,19,Female,High school,30k–60k,Urban,Nigeria,2,3
3101,26,Female,Master's,100k+,Rural,USA,4,2
3102,20,Male,High school,<30k,Urban,India,3,2
3103,19,Male,High school,60k–100k,Urban,USA,4,1
3104,41,Non-binary,High school,<30k,Urban,USA,5,3
3105,21,Female,Master's,30k–60k,Urban,USA,2,2
3106,66,Male,Bachelor's,60k–100k,Urban,India,5,2
3107,31,Female,Bachelor's,30k–60k,Suburban,Other,3,1
3108,22,Female,Bachelor's,<30k,Urban,USA,3,2
3109,19,Male,Bachelor's,<30k,Rural,USA,2,4
3110,23,Female,High school,60k–100k,Urban,USA,3,3
3111,22,Female,Master's,100k+,Rural,Canada,4,1
3112,22,Female,Master's,60k–100k,Urban,India,4,1
3113,18,Male,Bachelor's,30k–60k,Urban,USA,2,3
3114,22,Male,Master's,30k–60k,Rural,India,2,2
3115,79,Male,High school,<30k,Rural,USA,2,3
3116,37,Female,High school,30k–60k,Suburban,Nigeria,4,3
3117,56,Non-binary,Bachelor's,<30k,Suburban,Brazil,2,3
3118,45,Female,Master's,<30k,Urban,Brazil,4,2
3119,39,Female,High school,<30k,Rural,USA,4,2
3120,75,Male,Bachelor's,100k+,Rural,India,3,1
3121,31,Non-binary,Master's,<30k,Urban,Nigeria,3,1
3122,29,Female,Bachelor's,30k–60k,Rural,USA,2,3
3123,50,Female,Master's,<30k,Suburban,USA,5,1
3124,53,Female,Bachelor's,<30k,Urban,Nigeria,1,1
3125,62,Female,Bachelor's,30k–60k,Suburban,Nigeria,2,3
3126,40,Female,Bachelor's,100k+,Suburban,USA,5,5
3127,27,Male,High school,<30k,Rural,India,1,4
3128,28,Male,High school,30k–60k,Rural,India,3,4
3129,49,Male,Bachelor's,30k–60k,Urban,USA,3,1
3130,34,Male,Master's,100k+,Suburban,USA,2,4
3131,60,Male,Bachelor's,<30k,Urban,USA,5,2
3132,18,Non-binary,Bachelor's,<30k,Urban,Other,2,4
3133,28,Male,High school,100k+,Urban,Nigeria,3,4
3134,62,Male,Bachelor's,100k+,Suburban,India,4,3
3135,63,Male,Master's,30k–60k,Rural,UK,4,2
3136,34,Female,Bachelor's,<30k,Suburban,India,2,5
3137,26,Male,Master's,30k–60k,Urban,Canada,4,2
3138,41,Male,Bachelor's,30k–60k,Suburban,Nigeria,5,1
3139,32,Male,Bachelor's,30k–60k,Urban,USA,4,1
3140,32,Female,Bachelor's,60k–100k,Suburban,USA,2,5
3141,21,Male,Bachelor's,<30k,Rural,Nigeria,3,4
3142,31,Male,Master's,100k+,Urban,India,2,3
3143,41,Male,Master's,100k+,Rural,Nigeria,1,5
3144,51,Female,Doctorate,60k–100k,Urban,India,3,2
3145,33,Female,Bachelor's,<30k,Suburban,Nigeria,4,1
3146,23,Female,Master's,30k–60k,Urban,Other,2,4
3147,78,Female,Doctorate,100k+,Suburban,Brazil,3,2
3148,27,Female,Bachelor's,<30k,Urban,India,4,4
3149,26,Male,High school,<30k,Urban,Nigeria,3,2
3150,77,Male,Bachelor's,30k–60k,Urban,Brazil,4,5
3151,22,Female,Bachelor's,60k–100k,Urban,Other,5,3
3152,41,Female,Bachelor's,30k–60k,Urban,India,3,5
3153,33,Female,Bachelor's,100k+,Urban,Brazil,1,4
3154,29,Male,Bachelor's,100k+,Urban,USA,2,1
3155,24,Male,Master's,60k–100k,Urban,India,3,4
3156,30,Female,Master's,<30k,Urban,Brazil,5,5
3157,41,Male,High school,30k–60k,Urban,USA,4,2
3158,20,Female,Bachelor's,<30k,Urban,USA,2,1
3159,22,Male,Bachelor's,100k+,Urban,India,2,1
3160,19,Male,Bachelor's,100k+,Suburban,Brazil,4,2
3161,22,Female,Master's,30k–60k,Rural,UK,1,4
3162,21,Male,Bachelor's,100k+,Suburban,India,3,1
3163,29,Female,Master's,60k–100k,Urban,USA,4,2
3164,47,Male,Bachelor's,30k–60k,Urban,India,4,3
3165,28,Female,Master's,<30k,Rural,USA,4,3
3166,29,Male,High school,100k+,Urban,Brazil,3,2
3167,63,Male,Master's,30k–60k,Urban,Canada,5,4
3168,73,Male,Bachelor's,60k–100k,Urban,Nigeria,2,4
3169,27,Male,High school,<30k,Urban,Other,4,3
3170,37,Female,High school,100k+,Rural,Other,4,3
3171,31,Male,Master's,60k–100k,Rural,USA,1,3
3172,40,Female,Bachelor's,60k–100k,Rural,USA,1,3
3173,33,Male,High school,60k–100k,Urban,India,4,5
3174,48,Female,Bachelor's,30k–60k,Urban,USA,5,2
3175,25,Female,Bachelor's,30k–60k,Urban,USA,2,4
3176,19,Male,High school,<30k,Urban,India,3,3
3177,35,Female,Bachelor's,<30k,Urban,Other,2,3
3178,63,Female,Master's,30k–60k,Urban,Nigeria,4,3
3179,63,Female,Master's,60k–100k,Suburban,India,2,5
3180,30,Female,Bachelor's,100k+,Urban,Canada,5,4
3181,45,Female,Master's,<30k,Urban,USA,3,3
3182,42,Male,Bachelor's,30k–60k,Rural,USA,2,1
3183,25,Female,Doctorate,<30k,Urban,USA,2,3
3184,50,Female,Bachelor's,30k–60k,Suburban,USA,3,2
3185,33,Female,Bachelor's,60k–100k,Urban,India,4,1
3186,25,Non-binary,Bachelor's,<30k,Suburban,USA,4,3
3187,36,Non-binary,Doctorate,<30k,Suburban,USA,3,1
3188,24,Female,High school,<30k,Urban,USA,1,2
3189,79,Female,Master's,100k+,Urban,USA,4,2
3190,45,Male,High school,100k+,Rural,India,4,3
3191,28,Female,Master's,60k–100k,Rural,Nigeria,4,2
3192,27,Male,Bachelor's,100k+,Suburban,Nigeria,4,3
3193,30,Female,High school,<30k,Urban,Nigeria,5,1
3194,40,Female,Bachelor's,60k–100k,Suburban,India,5,5
3195,47,Male,Master's,30k–60k,Urban,USA,4,5
3196,31,Male,Doctorate,<30k,Suburban,USA,4,3
3197,22,Male,Bachelor's,<30k,Suburban,UK,3,3
3198,40,Male,High school,<30k,Suburban,Other,2,3
3199,21,Female,Master's,<30k,Rural,Brazil,4,2
3200,38,Male,Master's,100k+,Suburban,Canada,3,4
3201,45,Non-binary,Master's,100k+,Urban,India,2,3
3202,29,Female,High school,60k–100k,Urban,Nigeria,4,4
3203,36,Female,Master's,30k–60k,Urban,UK,3,2
3204,51,Female,Doctorate,30k–60k,Urban,Nigeria,2,3
3205,44,Non-binary,Master's,<30k,Urban,Other,1,2
3206,37,Male,High school,100k+,Rural,Canada,2,2
3207,33,Male,Bachelor's,<30k,Suburban,Other,4,3
3208,43,Male,High school,<30k,Suburban,Brazil,5,2
3209,18,Male,Master's,30k–60k,Rural,Brazil,1,3
3210,48,Male,Master's,30k–60k,Suburban,India,2,3
3211,28,Male,High school,30k–60k,Urban,UK,4,2
3212,42,Female,Bachelor's,100k+,Rural,India,1,2
3213,25,Female,Bachelor's,30k–60k,Rural,India,2,5
3214,26,Male,High school,60k–100k,Urban,USA,3,1
3215,40,Female,High school,<30k,Urban,India,3,3
3216,18,Female,Bachelor's,60k–100k,Rural,USA,2,2
3217,71,Female,High school,100k+,Urban,USA,4,4
3218,32,Non-binary,High school,60k–100k,Urban,USA,2,3
3219,60,Male,Bachelor's,60k–100k,Suburban,India,5,3
3220,60,Male,Master's,30k–60k,Urban,UK,2,5
3221,21,Male,High school,<30k,Urban,Other,5,2
3222,70,Male,Bachelor's,30k–60k,Rural,UK,4,3
3223,33,Female,Bachelor's,100k+,Urban,Brazil,2,3
3224,39,Female,Doctorate,<30k,Suburban,Nigeria,4,3
3225,28,Male,Master's,30k–60k,Rural,India,5,3
3226,75,Male,Bachelor's,60k–100k,Rural,Nigeria,3,1
3227,32,Female,Master's,60k–100k,Urban,USA,3,2
3228,30,Female,High school,30k–60k,Urban,USA,2,2
3229,60,Female,High school,100k+,Suburban,USA,3,1
3230,20,Female,Master's,60k–100k,Urban,India,4,3
3231,23,Male,Master's,<30k,Rural,Nigeria,3,3
3232,43,Male,Doctorate,<30k,Urban,Other,4,1
3233,40,Female,Master's,30k–60k,Rural,Nigeria,4,5
3234,29,Female,Master's,60k–100k,Urban,Nigeria,3,4
3235,56,Male,High school,<30k,Rural,Brazil,4,3
3236,29,Female,Master's,<30k,Urban,Brazil,3,3
3237,77,Male,High school,<30k,Urban,India,3,5
3238,29,Male,High school,30k–60k,Rural,Other,3,2
3239,27,Male,High school,<30k,Suburban,India,2,1
3240,20,Female,High school,<30k,Urban,India,2,2
3241,48,Female,High school,<30k,Urban,USA,4,4
3242,41,Non-binary,Bachelor's,<30k,Rural,Other,4,2
3243,22,Female,Master's,30k–60k,Urban,USA,4,2
3244,21,Male,Bachelor's,100k+,Urban,USA,4,4
3245,76,Male,Doctorate,30k–60k,Urban,India,4,1
3246,18,Female,High school,<30k,Rural,USA,3,2
3247,27,Male,Bachelor's,30k–60k,Urban,Nigeria,4,1
3248,39,Male,High school,100k+,Urban,India,2,2
3249,27,Non-binary,Master's,60k–100k,Suburban,Canada,4,5
3250,26,Female,Bachelor's,<30k,Urban,Nigeria,4,4
3251,65,Male,High school,30k–60k,Suburban,India,2,4
3252,27,Female,Doctorate,30k–60k,Urban,India,3,4
3253,53,Female,Master's,100k+,Rural,UK,4,2
3254,32,Female,High school,<30k,Urban,India,5,1
3255,59,Male,Master's,100k+,Suburban,USA,4,2
3256,79,Female,High school,<30k,Urban,USA,3,1
3257,21,Male,Master's,<30k,Urban,India,3,5
3258,19,Female,Bachelor's,60k–100k,Urban,Nigeria,2,3
3259,37,Male,Bachelor's,30k–60k,Urban,India,2,4
3260,77,Male,High school,100k+,Suburban,Brazil,4,3
3261,23,Male,Doctorate,30k–60k,Suburban,Other,3,3
3262,42,Non-binary,Bachelor's,30k–60k,Urban,Nigeria,2,3
3263,41,Male,Master's,60k–100k,Rural,Brazil,1,3
3264,36,Male,Master's,<30k,Urban,Brazil,2,4
3265,19,Female,Master's,60k–100k,Rural,UK,3,1
3266,73,Male,High school,30k–60k,Suburban,UK,2,3
3267,22,Female,Bachelor's,30k–60k,Urban,USA,3,4
3268,53,Male,Bachelor's,100k+,Urban,India,4,2
3269,35,Male,Master's,100k+,Suburban,USA,5,2
3270,32,Male,High school,100k+,Urban,Brazil,4,3
3271,23,Female,High school,<30k,Suburban,UK,5,5
3272,31,Male,Bachelor's,30k–60k,Suburban,USA,3,3
3273,43,Female,High school,30k–60k,Rural,India,3,5
3274,26,Male,High school,<30k,Suburban,USA,3,2
3275,27,Male,Master's,30k–60k,Suburban,Brazil,1,3
3276,50,Female,High school,30k–60k,Rural,India,2,2
3277,26,Female,Bachelor's,30k–60k,Rural,India,5,5
3278,36,Female,Doctorate,60k–100k,Suburban,India,4,5
3279,33,Male,Master's,60k–100k,Rural,India,3,2
3280,26,Male,High school,100k+,Rural,USA,2,2
3281,24,Male,Bachelor's,<30k,Urban,USA,4,3
3282,30,Male,Master's,30k–60k,Suburban,UK,5,1
3283,48,Female,Bachelor's,30k–60k,Suburban,India,5,4
3284,21,Male,Master's,100k+,Urban,USA,5,2
3285,32,Female,Master's,<30k,Urban,Nigeria,5,3
3286,53,Male,High school,30k–60k,Urban,Brazil,4,3
3287,31,Female,Master's,<30k,Urban,Nigeria,3,3
3288,35,Female,High school,30k–60k,Urban,Other,5,4
3289,26,Male,High school,60k–100k,Urban,India,3,5
3290,28,Male,High school,<30k,Urban,Nigeria,3,2
3291,27,Female,High school,<30k,Urban,Canada,1,4
3292,47,Male,Bachelor's,<30k,Urban,India,3,3
3293,38,Female,Bachelor's,60k–100k,Suburban,USA,2,4
3294,43,Non-binary,High school,60k–100k,Suburban,India,4,4
3295,19,Female,Doctorate,30k–60k,Suburban,India,4,3
3296,27,Female,Bachelor's,100k+,Urban,India,5,3
3297,38,Female,Master's,<30k,Urban,Other,4,1
3298,19,Female,Master's,60k–100k,Urban,USA,4,4
3299,22,Male,High school,<30k,Urban,India,3,2
3300,49,Female,High school,<30k,Rural,USA,3,3
3301,23,Female,Bachelor's,<30k,Suburban,UK,5,3
3302,46,Female,High school,<30k,Urban,USA,2,3
3303,39,Male,Master's,30k–60k,Urban,India,1,2
3304,22,Male,Bachelor's,<30k,Rural,Canada,2,4
3305,23,Female,High school,60k–100k,Urban,Brazil,1,3
3306,38,Female,Master's,60k–100k,Rural,USA,4,3
3307,25,Female,Bachelor's,<30k,Urban,Brazil,2,4
3308,39,Female,Master's,60k–100k,Rural,USA,4,2
3309,24,Female,High school,30k–60k,Suburban,India,2,3
3310,27,Male,High school,<30k,Rural,USA,2,1
3311,32,Male,Bachelor's,30k–60k,Urban,Brazil,2,1
3312,32,Female,Master's,100k+,Urban,Canada,4,1
3313,28,Male,High school,<30k,Urban,Nigeria,4,4
3314,40,Male,Master's,60k–100k,Urban,India,3,4
3315,46,Male,Doctorate,<30k,Rural,USA,5,1
3316,46,Male,High school,<30k,Suburban,USA,5,2
3317,22,Male,Master's,60k–100k,Urban,Nigeria,3,2
3318,33,Male,Master's,60k–100k,Suburban,Nigeria,2,2
3319,38,Female,Master's,100k+,Suburban,Brazil,2,4
3320,31,Female,High school,<30k,Suburban,USA,2,4
3321,51,Female,Master's,60k–100k,Suburban,UK,2,5
3322,23,Male,Bachelor's,<30k,Urban,Nigeria,5,4
3323,20,Male,Master's,100k+,Rural,Canada,5,1
3324,40,Female,Bachelor's,60k–100k,Urban,UK,5,2
3325,27,Male,High school,30k–60k,Suburban,UK,4,4
3326,73,Female,Master's,60k–100k,Urban,Nigeria,2,1
3327,18,Female,High school,<30k,Suburban,India,2,3
3328,42,Female,High school,60k–100k,Rural,India,3,4
3329,71,Female,High school,<30k,Urban,India,4,3
3330,20,Male,Bachelor's,60k–100k,Urban,India,4,1
3331,27,Male,Master's,<30k,Suburban,Brazil,4,4
3332,21,Male,Bachelor's,100k+,Urban,USA,3,3
3333,78,Female,Bachelor's,<30k,Urban,USA,4,4
3334,69,Male,Bachelor's,60k–100k,Suburban,India,4,2
3335,47,Female,Bachelor's,<30k,Urban,Nigeria,4,3
3336,63,Female,Bachelor's,<30k,Rural,USA,2,3
3337,33,Female,Master's,<30k,Urban,India,4,3
3338,34,Non-binary,High school,60k–100k,Suburban,India,2,3
3339,21,Male,Bachelor's,60k–100k,Suburban,India,3,3
3340,38,Female,High school,60k–100k,Urban,Nigeria,2,5
3341,28,Male,Bachelor's,<30k,Suburban,India,4,5
3342,22,Male,Bachelor's,30k–60k,Urban,Other,5,3
3343,66,Female,Bachelor's,<30k,Suburban,Brazil,5,3
3344,69,Male,High school,<30k,Suburban,Nigeria,5,4
3345,27,Female,High school,<30k,Rural,Canada,4,1
3346,25,Female,High school,<30k,Urban,Brazil,3,5
3347,34,Female,Master's,60k–100k,Rural,USA,4,3
3348,33,Female,Bachelor's,<30k,Urban,USA,3,2
3349,48,Female,Bachelor's,<30k,Urban,India,3,4
3350,44,Non-binary,Master's,<30k,Urban,Canada,4,4
3351,25,Female,Doctorate,60k–100k,Urban,USA,4,2
3352,31,Female,High school,30k–60k,Suburban,Brazil,2,4
3353,33,Male,Master's,30k–60k,Suburban,Brazil,4,5
3354,39,Female,Bachelor's,<30k,Urban,India,2,4
3355,34,Male,Bachelor's,60k–100k,Rural,USA,1,2
3356,27,Female,High school,<30k,Suburban,Brazil,4,1
3357,27,Female,Master's,60k–100k,Urban,India,4,4
3358,53,Female,Master's,100k+,Rural,USA,4,3
3359,37,Male,Bachelor's,100k+,Suburban,India,4,4
3360,22,Male,Bachelor's,<30k,Urban,UK,1,5
3361,30,Male,Master's,<30k,Rural,India,5,4
3362,30,Male,Master's,60k–100k,Suburban,USA,4,2
3363,39,Male,Master's,60k–100k,Urban,Nigeria,5,3
3364,36,Male,Bachelor's,100k+,Urban,UK,4,2
3365,22,Female,High school,<30k,Suburban,India,4,2
3366,34,Female,Bachelor's,30k–60k,Rural,Other,3,2
3367,20,Female,Master's,60k–100k,Urban,Brazil,4,5
3368,56,Female,Bachelor's,<30k,Urban,USA,2,2
3369,51,Female,Master's,30k–60k,Suburban,India,5,4
3370,26,Female,Bachelor's,<30k,Suburban,Brazil,2,4
3371,36,Male,Master's,30k–60k,Rural,Brazil,1,2
3372,40,Male,Master's,60k–100k,Urban,Nigeria,2,4
3373,22,Female,Master's,<30k,Urban,Nigeria,3,4
3374,79,Female,High school,30k–60k,Rural,Brazil,4,4
3375,61,Female,Master's,100k+,Urban,Nigeria,3,4
3376,38,Female,Master's,30k–60k,Urban,Nigeria,5,4
3377,19,Male,High school,60k–100k,Suburban,Nigeria,2,3
3378,36,Female,High school,60k–100k,Urban,UK,4,1
3379,21,Male,Bachelor's,60k–100k,Urban,India,2,2
3380,79,Female,Bachelor's,30k–60k,Urban,Brazil,4,4
3381,32,Male,Bachelor's,<30k,Urban,UK,3,4
3382,36,Male,High school,<30k,Urban,Brazil,4,5
3383,19,Female,Bachelor's,60k–100k,Suburban,Brazil,1,2
3384,44,Male,High school,100k+,Urban,USA,3,1
3385,24,Male,Master's,<30k,Urban,USA,3,2
3386,30,Male,Master's,<30k,Urban,Brazil,2,2
3387,49,Female,High school,<30k,Urban,Other,3,5
3388,27,Female,Bachelor's,<30k,Suburban,USA,4,3
3389,23,Female,Master's,<30k,Urban,India,3,3
3390,26,Female,Master's,60k–100k,Suburban,UK,2,5
3391,47,Male,Master's,30k–60k,Suburban,Nigeria,5,3
3392,20,Male,Doctorate,<30k,Suburban,Brazil,3,4
3393,24,Male,High school,30k–60k,Urban,Brazil,2,5
3394,69,Female,High school,30k–60k,Suburban,Nigeria,3,3
3395,32,Male,Master's,100k+,Urban,USA,1,5
3396,20,Male,High school,100k+,Suburban,USA,3,5
3397,33,Female,High school,60k–100k,Suburban,Nigeria,4,3
3398,18,Female,Bachelor's,100k+,Urban,USA,4,4
3399,29,Male,Bachelor's,100k+,Rural,Nigeria,4,3
3400,28,Female,Bachelor's,<30k,Suburban,Brazil,4,2
3401,45,Female,High school,60k–100k,Urban,USA,2,5
3402,53,Male,High school,<30k,Rural,USA,3,1
3403,41,Female,Bachelor's,100k+,Urban,USA,3,3
3404,26,Female,Bachelor's,30k–60k,Rural,Nigeria,4,2
3405,27,Male,Bachelor's,30k–60k,Urban,USA,5,4
3406,56,Female,Master's,<30k,Urban,Brazil,4,2
3407,39,Female,Bachelor's,<30k,Suburban,USA,4,2
3408,23,Male,Bachelor's,<30k,Urban,USA,4,5
3409,46,Female,Bachelor's,30k–60k,Rural,India,3,3
3410,19,Male,Bachelor's,60k–100k,Suburban,Canada,3,4
3411,42,Female,Bachelor's,<30k,Suburban,India,4,4
3412,19,Female,Master's,<30k,Rural,USA,4,5
3413,38,Male,High school,<30k,Rural,Brazil,3,5
3414,43,Male,Master's,30k–60k,Urban,UK,5,3
3415,40,Male,High school,<30k,Rural,Nigeria,2,3
3416,77,Male,Bachelor's,60k–100k,Suburban,India,4,3
3417,50,Female,Master's,<30k,Urban,USA,3,5
3418,28,Male,High school,<30k,Urban,Brazil,3,4
3419,50,Female,Master's,<30k,Rural,Brazil,3,4
3420,28,Male,Bachelor's,<30k,Suburban,Brazil,1,2
3421,36,Female,Bachelor's,30k–60k,Rural,India,1,2
3422,26,Female,Bachelor's,<30k,Rural,Other,1,3
3423,21,Female,Bachelor's,100k+,Urban,India,3,1
3424,31,Female,Master's,60k–100k,Urban,Nigeria,1,4
3425,22,Female,Bachelor's,30k–60k,Rural,UK,5,2
3426,49,Male,Master's,<30k,Urban,Canada,1,2
3427,24,Male,Master's,<30k,Suburban,India,2,2
3428,33,Male,Bachelor's,<30k,Suburban,USA,4,5
3429,27,Male,Master's,<30k,Suburban,USA,5,3
3430,37,Female,Bachelor's,<30k,Urban,Brazil,4,4
3431,80,Female,Master's,30k–60k,Suburban,India,2,2
3432,32,Female,Bachelor's,<30k,Urban,USA,2,1
3433,18,Female,Master's,30k–60k,Suburban,USA,3,2
3434,29,Female,High school,<30k,Urban,Brazil,4,5
3435,32,Female,High school,<30k,Urban,Brazil,4,5
3436,20,Female,Bachelor's,30k–60k,Urban,Nigeria,2,4
3437,37,Male,Bachelor's,<30k,Rural,USA,4,1
3438,28,Female,Bachelor's,30k–60k,Urban,India,3,4
3439,27,Male,Bachelor's,100k+,Urban,Nigeria,2,1
3440,76,Male,Bachelor's,30k–60k,Rural,UK,3,3
3441,60,Female,Doctorate,<30k,Suburban,Nigeria,5,4
3442,27,Male,Bachelor's,<30k,Urban,Brazil,3,2
3443,20,Female,Bachelor's,<30k,Rural,UK,1,2
3444,32,Male,Bachelor's,30k–60k,Rural,USA,4,1
3445,31,Male,Bachelor's,<30k,Urban,India,3,4
3446,29,Male,Master's,60k–100k,Suburban,Nigeria,5,4
3447,26,Female,Bachelor's,60k–100k,Suburban,India,4,4
3448,25,Male,High school,60k–100k,Suburban,Brazil,4,1
3449,33,Female,High school,60k–100k,Suburban,Nigeria,3,1
3450,19,Female,Bachelor's,100k+,Urban,USA,4,4
3451,26,Female,Master's,60k–100k,Urban,USA,4,3
3452,32,Male,Master's,<30k,Urban,Nigeria,3,4
3453,20,Female,Master's,60k–100k,Urban,Other,3,1
3454,60,Male,Master's,30k–60k,Urban,UK,4,1
3455,28,Female,Master's,30k–60k,Suburban,Canada,5,4
3456,59,Male,High school,100k+,Suburban,India,5,2
3457,43,Female,Bachelor's,<30k,Urban,USA,3,1
3458,20,Male,Master's,100k+,Suburban,Brazil,2,4
3459,46,Female,Master's,60k–100k,Urban,USA,2,3
3460,30,Male,Bachelor's,<30k,Rural,UK,3,2
3461,33,Female,Master's,30k–60k,Suburban,Brazil,2,2
3462,24,Male,Master's,60k–100k,Rural,USA,3,1
3463,42,Male,Bachelor's,60k–100k,Rural,Nigeria,1,3
3464,50,Non-binary,Master's,30k–60k,Suburban,India,2,5
